track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
You Make Me,Avicii,67,TRUE,2013-01-01,ELECTROPOP<U+0001F439>,pop,electropop,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,233347
For A Better Day,Avicii,66,Stories,2015-10-02,ELECTROPOP<U+0001F439>,pop,electropop,0.639,0.843,5,-3.393,1,0.0334,0.0386,0.0829,0.108,0.317,135.002,206067
Addicted To You,Avicii,69,TRUE,2013-01-01,ELECTROPOP<U+0001F439>,pop,electropop,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12E-06,0.086,0.303,128.031,148387
Talk To Myself,Avicii,53,Stories,2015-10-02,ELECTROPOP<U+0001F439>,pop,electropop,0.722,0.799,10,-4.336,0,0.0613,0.0102,0.00435,0.0462,0.886,122.012,235800
Enjoy the Silence,Depeche Mode,58,"The Best of Depeche Mode, Vol. 1 (Deluxe)",2006-11-08,Electropop 80/90s,pop,electropop,0.646,0.763,0,-8.046,0,0.0273,0.0839,6.12E-05,0.0944,0.736,112.931,253587
Just Can't Get Enough,Depeche Mode,71,Speak And Spell (Deluxe),1981-11-02,Electropop 80/90s,pop,electropop,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.92,128.166,220893
Personal Jesus,Depeche Mode,56,"The Best of Depeche Mode, Vol. 1 (Deluxe)",2006-11-08,Electropop 80/90s,pop,electropop,0.687,0.852,11,-5.538,1,0.0351,0.104,0.00866,0.0596,0.766,129.981,225040
Jackie Chan,Tiësto,79,Jackie Chan,2018-05-18,Electropop,pop,electropop,0.747,0.834,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.005,215760
"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",Major Lazer,52,Peace Is The Mission : Extended,2015-11-27,Electropop,pop,electropop,0.63,0.888,11,-2.388,0,0.0995,0.0761,1.94E-06,0.26,0.561,141.019,233333
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,78,Tongue Tied (with YUNGBLUD & blackbear),2019-11-13,Electropop,pop,electropop,0.628,0.821,1,-2.721,0,0.0525,0.0208,0,0.426,0.465,93.001,186024
goosebumps,Travis Scott,86,Birds In The Trap Sing McKnight,2016-09-16,Electropop,pop,electropop,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837
Walls Could Talk,Halsey,74,hopeless fountain kingdom (Deluxe),2017-06-02,Electropop,pop,electropop,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,101790
Ocean Eyes - Blackbear Remix,Billie Eilish,73,Ocean Eyes (The Remixes),2017-01-13,Electropop,pop,electropop,0.661,0.419,4,-9.807,0,0.0404,0.114,1.19E-05,0.0848,0.145,144.98,195307
Chanel,Frank Ocean,82,Chanel,2017-03-10,Electropop,pop,electropop,0.776,0.503,0,-5.732,0,0.237,0.874,0,0.112,0.473,110.134,210285
World In My Eyes - 2006 Remastered Version,Depeche Mode,49,Violator (2006 Remastered Edition),1990-03-19,Electropop And Play,pop,electropop,0.66,0.881,10,-7.802,0,0.0419,0.00737,0.833,0.0514,0.949,122.244,267040
Get The Balance Right! - Combination Mix,Depeche Mode,24,Construction Time Again (2007 Remastered Edition),1983-09-14,Electropop And Play,pop,electropop,0.845,0.574,10,-10.973,1,0.0357,0.0206,0.554,0.0645,0.908,129.395,478208
My Way,Calvin Harris,77,My Way,2016-09-16,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72E-05,0.161,0.536,119.989,219160
Perfect Strangers,Jonas Blue,64,Perfect Strangers,2016-06-03,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.731,0.822,1,-5.305,1,0.0459,0.394,0,0.288,0.708,118.021,196613
Fast Car,Jonas Blue,68,Fast Car,2015-12-04,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.644,0.57,9,-6.994,1,0.052,0.484,0,0.299,0.527,113.945,212424
Girls Like You (feat. Cardi B),Maroon 5,81,Girls Like You (feat. Cardi B),2018-05-30,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545
One More Night,Maroon 5,72,Overexposed Track By Track,2012-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.716,0.821,5,-3.435,0,0.0314,0.0558,0,0.0844,0.618,92.997,219547
The Scientist,Coldplay,83,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.56,0.442,5,-7.224,1,0.0243,0.727,1.71E-05,0.11,0.212,146.448,309600
Treat You Better,Shawn Mendes,83,Illuminate,2017-04-20,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973
Payphone,Maroon 5,78,Overexposed Track By Track,2012-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173
Clocks,Coldplay,75,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880
In My Place,Coldplay,70,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.425,0.587,9,-5.453,1,0.0278,0.0565,5.16E-06,0.298,0.194,144.642,226680
Red Lights,Tiësto,69,A Town Called Paradise,2014-06-13,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13E-06,0.121,0.548,124.989,262200
Memories (feat. Kid Cudi),David Guetta,2,One More Love,2010-11-22,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.544,0.87,8,-6.103,1,0.26,0.0015,2.80E-06,0.246,0.502,129.984,210093
Open Wide,Calvin Harris,61,Motion,2014-10-31,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.76,0.943,1,-2.703,1,0.0363,0.0698,0,0.525,0.686,127.976,187547
One Kiss (with Dua Lipa),Calvin Harris,85,One Kiss (with Dua Lipa),2018-04-06,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847
A Sky Full of Stars - Robin Schulz Edit,Coldplay,51,Prayer,2014-09-16,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.638,0.847,6,-5.648,1,0.0338,0.00405,0.0419,0.4,0.333,123.042,195160
Forbidden Voices,Martin Garrix,64,Forbidden Voices,2015-02-23,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,230635
Do Or Die - Afrojack vs. THIRTY SECONDS TO MARS Remix,Afrojack,55,Forget The World (Deluxe),2014-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.575,0.89,2,-3.169,1,0.0416,0.034,3.23E-06,0.047,0.206,128.041,278174
All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,John Legend,64,All of Me (Tiësto's Birthday Treatment Remix) [Radio Edit],2014-02-25,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613
Titanium (feat. Sia) - Alesso Remix,David Guetta,46,Titanium (feat. Sia),2011-12-09,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.696,0.652,0,-6.826,0,0.0461,0.00326,0.67,0.0894,0.13,125.981,403810
Goodnight Goodnight,Maroon 5,59,It Won't Be Soon Before Long (International Version),2007-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.587,0.677,2,-3.765,1,0.0256,0.033,0,0.18,0.239,94.988,243320
With Or Without You - Remastered,U2,79,The Joshua Tree (Super Deluxe),1987-03-03,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516
SOS (feat. Aloe Blacc),Avicii,83,TIM,2019-06-06,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Show Me Love - EDX Remix / Radio Edit,Sam Feldt,67,Show Me Love (EDX Remix / Radio Edit),2015-06-14,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.832,0.659,0,-5.831,1,0.0677,0.297,0.000811,0.0704,0.712,121.022,180336
Thinking About You (feat. Ayah Marar),Calvin Harris,67,18 Months,2012-10-26,Mix ElectroPop//ElectroHouse// DeepHouse 2020,pop,electropop,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,247933
A Question of Time - Remix,Depeche Mode,0,DMBX3 (Part 2),2004,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.617,0.912,0,-11.63,1,0.0312,0.000636,0.351,0.364,0.874,136.424,245733
Personal Jesus,Depeche Mode,18,Melodía FM,2014-03-24,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.656,0.78,11,-7.053,1,0.0456,0.116,0.163,0.101,0.339,130.059,294893
Never Let Me Down Again,Depeche Mode,10,Music for the Masses,1987-09-28,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.599,0.719,0,-12.57,1,0.0288,0.281,0.0514,0.693,0.785,106.08,288000
Just Can't Get Enough - 2006 Digital Remaster,Depeche Mode,8,The Best Of Depeche Mode - Volume One,2006,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.764,0.857,0,-7.453,1,0.0343,0.426,0.036,0.181,0.925,128.182,222540
Everything Counts - 2006 Digital Remaster,Depeche Mode,1,The Best Of Depeche Mode - Volume One,2006,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.637,0.757,9,-8.261,0,0.0271,0.0828,4.98E-06,0.313,0.665,113.705,240884
Get The Balance Right! - Combination Mix,Depeche Mode,0,Depeche Mode - Singles Box 2 (US Release),2004-12-07,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.835,0.705,10,-6.765,1,0.0338,0.0356,0.481,0.065,0.917,129.41,475600
Dreaming of Me,Depeche Mode,14,Dreaming Of Me,1981,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.786,0.902,6,-5.323,0,0.0464,0.155,0.00668,0.0174,0.953,134.149,224200
Leave in Silence - 2006 Remaster,Depeche Mode,30,A Broken Frame (2006 Remastered Edition),1982-09-27,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",pop,electropop,0.784,0.603,4,-14.893,0,0.0522,0.352,0.438,0.0666,0.245,120.577,289173
Enjoy The Silence 2004,Depeche Mode,44,Remixes 81>04,2004-10-25,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.503,0.761,0,-4.138,0,0.0319,0.0275,0.000695,0.119,0.335,115.696,213453
Dream On,Depeche Mode,0,Exciter,2001-05-14,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.813,0.56,10,-9.262,0,0.0409,0.262,0.00148,0.182,0.64,128,259867
Photographic,Depeche Mode,40,Speak And Spell (Deluxe),1981-11-02,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.753,0.671,9,-8.436,1,0.088,0.106,0.779,0.139,0.695,147.768,283413
Should Be Higher,Depeche Mode,41,Delta Machine,2013-03-22,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,pop,electropop,0.399,0.521,9,-8.817,1,0.0349,0.00221,0.0427,0.0801,0.4,99.091,304653
Radio Ga Ga,Queen,3,The Works,1984-02-27,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.762,0.414,5,-12.036,1,0.0379,0.173,0.000111,0.0942,0.731,112.398,349133
Welcome To The Jungle,Guns N' Roses,78,Appetite For Destruction,1987-01-01,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,272027
Livin' On A Prayer,Bon Jovi,15,Bon Jovi Greatest Hits,2010-01-01,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.522,0.882,0,-3.216,1,0.0359,0.0599,0.00021,0.33,0.815,122.541,250627
Cryin',Aerosmith,5,Young Lust: The Aerosmith Anthology,2001-11-20,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.451,0.828,9,-3.904,1,0.0328,0.000197,0.0128,0.345,0.498,105.882,308267
Sweet Child O' Mine,Guns N' Roses,82,Appetite For Destruction,1987-01-01,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.454,0.91,6,-7.766,1,0.0446,0.0852,0.0988,0.116,0.63,125.116,354520
Rock You Like a Hurricane,Scorpions,64,Comeblack,2011-11-04,80's Songs | Top <U+0001F4AF> 80s Music Hits,pop,electropop,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573
Middle,DJ Snake,9,Encore,2016-08-05,ElectroPop,pop,electropop,0.611,0.7,9,-5.331,1,0.0436,0.0199,0,0.0549,0.213,104.981,220573
Raging,Kygo,64,Raging,2016-04-01,ElectroPop,pop,electropop,0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,224487
Here for You,Kygo,64,Here for You,2015-09-04,ElectroPop,pop,electropop,0.68,0.772,10,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105.005,244510
I Feel It Coming,The Weeknd,21,Starboy,2016-11-25,ElectroPop,pop,electropop,0.769,0.813,0,-5.9,0,0.143,0.429,0,0.0952,0.567,92.985,269187
Dear Boy - Avicii By Avicii,Avicii,1,True: Avicii By Avicii,2014-01-01,ElectroPop,pop,electropop,0.638,0.699,8,-4.277,0,0.0567,0.0335,0.00627,0.0908,0.575,114.974,331093
Another Life,Afrojack,5,Another Life,2017-04-28,ElectroPop,pop,electropop,0.419,0.761,7,-3.133,0,0.0569,0.179,0,0.461,0.492,144.815,208689
Mama,Jonas Blue,59,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,ElectroPop,pop,electropop,0.739,0.792,11,-4.256,0,0.0418,0.091,0,0.0516,0.547,104.016,181615
Summer on You,Sam Feldt,9,Summer on You,2016-06-10,ElectroPop,pop,electropop,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56E-06,0.171,0.601,120.968,160009
The Spectre,Alan Walker,75,The Spectre,2017-09-15,ElectroPop,pop,electropop,0.654,0.711,1,-7.438,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,193788
You're the Best Thing About Me,U2,6,Stargazing - EP,2017-09-21,ElectroPop,pop,electropop,0.776,0.647,2,-6.31,1,0.0824,0.00552,0,0.0783,0.661,117.023,257867
This Town (feat. Sasha Sloan),Kygo,67,Stargazing - EP,2017-09-21,ElectroPop,pop,electropop,0.736,0.449,10,-7.956,0,0.0633,0.506,6.63E-05,0.117,0.487,147.971,202280
Riding Shotgun (feat. Bonnie McKee),Kygo,8,Kids in Love,2017-11-03,ElectroPop,pop,electropop,0.817,0.854,6,-4.744,0,0.117,0.117,1.07E-05,0.0413,0.622,102,198280
Sunrise (feat. Jason Walker),Kygo,13,Kids in Love,2017-11-03,ElectroPop,pop,electropop,0.636,0.6,6,-6.964,1,0.0288,0.211,0,0.141,0.476,100.051,214827
Stranger Things (feat. OneRepublic),Kygo,11,Kids in Love,2017-11-03,ElectroPop,pop,electropop,0.604,0.661,0,-5.914,1,0.0375,0.234,0,0.0951,0.506,107.016,221440
Believer,Imagine Dragons,11,Evolve,2017-06-23,ElectroPop,pop,electropop,0.762,0.787,10,-4.311,0,0.127,0.0537,0,0.126,0.691,125.067,204347
Ignite,Alan Walker,71,Ignite,2018-05-11,ElectroPop,pop,electropop,0.681,0.864,8,-4.3,0,0.116,0.0208,3.98E-06,0.192,0.479,90.008,210288
Born To Be Yours,Kygo,75,Born To Be Yours,2018-06-15,ElectroPop,pop,electropop,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,193321
Young,The Chainsmokers,65,Memories...Do Not Open,2017-04-07,ElectroPop,pop,electropop,0.615,0.564,9,-6.384,1,0.0291,0.0105,0,0.148,0.454,103.006,224773
The Nights - Felix Jaehn Remix,Avicii,48,The Days / Nights,2014-01-01,ElectroPop,pop,electropop,0.672,0.834,6,-4.726,1,0.0305,0.00769,2.16E-06,0.0586,0.511,123.054,200016
Lullaby,R3HAB,70,Lullaby,2018-01-26,ElectroPop,pop,electropop,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184
Now That I've Found You,Martin Garrix,57,Now That I've Found You,2016-03-11,ElectroPop,pop,electropop,0.495,0.831,5,-5.812,0,0.0319,0.021,4.79E-05,0.495,0.414,128.064,192632
Fade Away (feat. INNA),Sam Feldt,53,Sunrise,2017-10-06,ElectroPop,pop,electropop,0.69,0.713,4,-3.246,0,0.0329,0.0314,0,0.337,0.388,105.06,170857
The Middle,Zedd,84,The Middle,2018-01-23,ElectroPop,pop,electropop,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732
Darkside,Alan Walker,71,Darkside,2018-07-27,ElectroPop,pop,electropop,0.425,0.642,4,-5.06,0,0.0502,0.164,0,0.118,0.112,170.008,211867
Can't Feel My Face,The Weeknd,80,Beauty Behind The Madness,2015-08-28,10er Playlist,pop,electropop,0.705,0.769,9,-5.526,0,0.0426,0.112,0,0.105,0.59,107.939,213520
Cheap Thrills,Sia,61,This Is Acting,2016-02-18,10er Playlist,pop,electropop,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667
Hey Brother,Avicii,77,TRUE,2013-01-01,10er Playlist,pop,electropop,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255093
Sorry,Justin Bieber,81,Purpose (Deluxe),2015-11-13,10er Playlist,pop,electropop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
The Greatest,Sia,74,This Is Acting (Deluxe Version),2016-10-21,10er Playlist,pop,electropop,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227
Starboy,The Weeknd,84,Starboy,2016-11-25,10er Playlist,pop,electropop,0.678,0.588,7,-7.015,1,0.276,0.141,6.35E-06,0.137,0.486,186.005,230453
The Hills,The Weeknd,83,Beauty Behind The Madness,2015-08-28,10er Playlist,pop,electropop,0.58,0.565,0,-7.065,0,0.0488,0.0671,0,0.135,0.138,112.986,242253
Cold Water (feat. Justin Bieber & MØ),Major Lazer,72,Major Lazer Essentials,2018-10-19,10er Playlist,pop,electropop,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352
What Do You Mean?,Justin Bieber,78,Purpose (Deluxe),2015-11-13,10er Playlist,pop,electropop,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680
Work,Rihanna,77,ANTI (Deluxe),2016-01-28,10er Playlist,pop,electropop,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,219320
Levels - Radio Edit,Avicii,74,Levels,2011-01-01,10er Playlist,pop,electropop,0.584,0.89,1,-5.941,0,0.0343,0.047,0.814,0.309,0.466,126.04,199907
What's My Name?,Rihanna,68,Loud,2010-11-16,10er Playlist,pop,electropop,0.69,0.786,2,-2.959,1,0.0692,0.229,0,0.0797,0.583,100.049,263173
The Monster,Eminem,58,The Marshall Mathers LP2 (Deluxe),2013-11-05,10er Playlist,pop,electropop,0.781,0.853,1,-3.68,0,0.0715,0.0525,0,0.12,0.624,110.049,250189
Havana (feat. Young Thug),Camila Cabello,84,Camila,2018-01-12,10er Playlist,pop,electropop,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217307
No Money,Galantis,70,The Aviary,2017-09-15,10er Playlist,pop,electropop,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293
"thank u, next",Ariana Grande,87,"thank u, next",2019-02-08,10er Playlist,pop,electropop,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320
HUMBLE.,Kendrick Lamar,84,DAMN.,2017-04-14,10er Playlist,pop,electropop,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000
Photograph,Ed Sheeran,52,x (Wembley Edition),2013,10er Playlist,pop,electropop,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987
no tears left to cry,Ariana Grande,83,Sweetener,2018-08-17,10er Playlist,pop,electropop,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11E-06,0.294,0.354,121.993,205920
Congratulations,Post Malone,84,Stoney (Deluxe),2016-12-09,10er Playlist,pop,electropop,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,220293
Hotline Bling,Drake,9,Hotline Bling,2015-07-31,10er Playlist,pop,electropop,0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,267024
Without You (feat. Usher),David Guetta,67,Nothing but the Beat (Ultimate Edition),2012-12-07,10er Playlist,pop,electropop,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06E-06,0.157,0.402,127.884,208133
Mean It,Lauv,85,~how i'm feeling~,2019-11-14,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",pop,indie poptimism,0.746,0.45,7,-8.543,1,0.0872,0.0407,0,0.172,0.336,95.998,232853
I Bet My Life - Alex Adair Remix,Imagine Dragons,2,I Bet My Life (Remixes),2015-01-26,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.591,0.519,1,-9.077,1,0.279,0.0637,0.000238,0.154,0.588,117.159,190280
Shots - Broiler Remix,Imagine Dragons,7,Shots (Broiler Remix),2015-03-27,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.723,0.794,11,-7.136,0,0.0365,0.413,0.113,0.0928,0.589,120.007,191573
Hurricane - Arty Remix,Halsey,3,Room 93: The Remixes,2015-03-03,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.43,0.853,0,-4.107,1,0.0692,0.0279,3.29E-06,0.376,0.446,127.956,224520
Been A While,Sam Feldt,2,Been A While,2016-02-05,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.779,0.695,1,-6.064,0,0.031,0.425,0.000769,0.107,0.392,120.004,163527
Raging,Kygo,64,Raging,2016-04-01,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,224487
Another You (feat. Mr. Probz) - Pretty Pink Radio Edit,Armin van Buuren,18,Another You (feat. Mr. Probz),2015-07-06,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.742,0.589,6,-6.554,0,0.0308,0.224,0.00052,0.336,0.274,122.028,155410
Perfect Strangers,Jonas Blue,21,Perfect Strangers,2016-06-03,Chillout & Remixes <U+0001F49C>,pop,indie poptimism,0.742,0.819,1,-5.307,1,0.0487,0.372,0,0.277,0.709,117.986,196613
Feelings,Lauv,81,Feelings,2019-09-19,POPTIMISM,pop,indie poptimism,0.694,0.466,9,-6.758,1,0.0384,0.0934,0,0.098,0.246,103.018,189613
SOS (feat. Aloe Blacc),Avicii,83,TIM,2019-06-06,POPTIMISM,pop,indie poptimism,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Liar,Camila Cabello,87,Liar,2019-09-04,POPTIMISM,pop,indie poptimism,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039
Not Ok,Kygo,73,Not Ok,2019-05-23,POPTIMISM,pop,indie poptimism,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07E-06,0.325,0.408,105,210944
Younger,Jonas Blue,76,Younger,2019-09-06,POPTIMISM,pop,indie poptimism,0.784,0.845,3,-2.793,1,0.0596,0.286,1.59E-05,0.074,0.888,105.981,194721
There's No Way (feat. Julia Michaels),Lauv,79,There's No Way (feat. Julia Michaels),2018-09-27,POPTIMISM,pop,indie poptimism,0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,174861
Happy Now,Kygo,81,Happy Now,2018-10-26,POPTIMISM,pop,indie poptimism,0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362
Graveyard,Halsey,87,Graveyard,2019-09-13,POPTIMISM,pop,indie poptimism,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48E-05,0.181,0.187,92.043,181806
The Greatest,Sia,14,The Greatest,2016,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893
Fast Car,Jonas Blue,22,Fast Car,2015-12-04,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,212424
Hurricane,Halsey,63,BADLANDS (Deluxe),2015-08-28,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,223082
My Way,Calvin Harris,77,My Way,2016-09-16,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72E-05,0.161,0.536,119.989,219160
Closer (feat. Halsey),The Chainsmokers,85,Closer (feat. Halsey),2016-07-29,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
Let Me Love You,DJ Snake,21,Encore,2016-08-05,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02E-05,0.122,0.142,199.864,205947
All We Know,The Chainsmokers,70,All We Know,2016-09-29,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90,194080
Summer on You,Sam Feldt,38,Summer on You,2016-07-22,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56E-06,0.171,0.601,120.968,160009
Raging (feat. Kodaline),Kygo,61,Cloud Nine,2016-05-13,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,224487
Peanut Butter Jelly,Galantis,66,Pharmacy,2015-06-05,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,203133
Don't Wanna Know,Maroon 5,11,Don't Wanna Know,2016-10-11,A Loose Definition of Indie Poptimism,pop,indie poptimism,0.777,0.627,7,-6.142,1,0.0792,0.356,0,0.0956,0.444,100.054,214480
